book_tag,title,book_id,infos,desc,book_url
心理学,存在主义心理治疗,26304954,(美) 亚隆 / 黄峥、张怡玲、沈东郁 / 商务印书馆 / 2015-5 / 79.00,"存在主义治疗是每一个心理治疗师在其临床工作和个人生活中都可能会采用到的一种精神取向，或者说是生活哲学。心理治疗的根本问题与人类存在的核心问题在这里相遇。
在...",https://book.douban.com/subject/26304954/
心理学,"煤气灯效应


    
       : 如何认清并摆脱别人对你生活的隐性控制",34978658,[美]罗宾·斯特恩 / 刘彦 / 中信出版集团 / 2020-6 / 58,"【编辑推荐】
★中国大陆引进首部完整分析“煤气灯操控”的重量级经典心理学作品。
★煤气灯操纵的本质是双方共同打造的一种关系，因此它被称为“煤气灯探戈”。它表...",https://book.douban.com/subject/34978658/
心理学,贪婪的多巴胺,35545272,(美) 丹尼尔·利伯曼、(美) 迈克 尔·E.朗 / 郑李垚 / 中信出版社 / 2021-8 / 59,"※ 2021年度豆瓣读书科学新知榜第10位  ※
※ 《环球科学》杂志2021年度最美科学阅读上榜作品 ※
为什么曾经浪漫的感情也会变淡？为什么成功人士通常...",https://book.douban.com/subject/35545272/
心理学,"少有人走的路


    
       : 心智成熟的旅程",1775691,[美] M·斯科特·派克 / 于海生 / 吉林文史出版社 / 2007-1 / 26.00元,这本书处处透露出沟通与理解的意味，它跨越时代限制，帮助我们探索爱的本质，引导我们过上崭新，宁静而丰富的生活；它帮助我们学习爱，也学习独立；它教诲我们成为更称...,https://book.douban.com/subject/1775691/
心理学,活出生命的意义,5330333,[奥] 维克多·弗兰克 / 吕娜 / 华夏出版社 / 2010-6 / 29.00元,著名心理学家弗兰克尔是20世纪的一个奇迹。纳粹时期，作为犹太人，他的全家都被关进了奥斯威辛集中营，他的父母、妻子、哥哥，全都死于毒气室中，只有他和妹妹幸存。...,https://book.douban.com/subject/5330333/
心理学,"逃避自由


    
       : Escape from freedom",26418475,[美] 艾里希·弗洛姆 / 刘林海 / 上海译文出版社 / 2015-6 / 28.00元,"《爱的艺术》作者 艾里希·弗洛姆
影响现代人精神生活最深远的社会心理学名著
要战胜极权主义势力，就必须首先弄清楚极权主义者竭力逃避自由的原因。
—艾里希·弗...",https://book.douban.com/subject/26418475/
心理学,"忘忧十二夜


    
       : 存在主义团体小组的故事",35732129,李仑 / 人民邮电出版社 / 2022-3 / 68元,"一部生机勃勃、包罗万象的存在主义心理小说！
当你开始审视自己的人生，你会被哪个问题卡住？在这里都能找到答案。
本书凝练作者李仑15年团体经验，精心打磨3年，...",https://book.douban.com/subject/35732129/
心理学,"我们内在的防御


    
       : 日常心理伤害的应对方法",35809924,任丽 / 人民邮电出版社 / 2022-5-1 / 59.8元,"多维度解读日常生活中的心理防御机制。
了解内在模式·从容对待情绪·完善社会自我。
大众版《心灵的面具》，每个人都可以在这本书中看到自己和身边人的影子，学会做...",https://book.douban.com/subject/35809924/
心理学,我们为何无聊,35680455,[加]詹姆斯·丹克特、[加]约翰·D.伊斯特伍德 / 袁铭钰 / 译林出版社 / 2022-2 / 58.00元,"我们可能误会无聊太久了——
“人类的优势就在于无聊。”
《卫报》年度新知图书
-
无聊几乎无处不在，但在某些时刻变得尤其危险；没有人能免受其害，只是一些人遭...",https://book.douban.com/subject/35680455/
心理学,"了不起的我


    
       : 自我发展的心理学",34836531,陈海贤 / 台海出版社 / 2019-10-23 / 69.00元,"如何养成一个新习惯？
如何让心智变得更成熟？
如何拥有高质量的关系？
如何走出人生的艰难时刻？
不同的人生阶段，有什么不同的使命？
……
破解这些难题，心理...",https://book.douban.com/subject/34836531/
心理学,爱的艺术,3026879,[美] 艾·弗洛姆 / 李健鸣 / 上海译文出版社 / 2008-4 / 15.00元,《爱的艺术》是德裔美籍心理学家和哲学家、法兰克福学派重要成员艾里希-弗洛姆最著名的作品，自1956年出版至今已被翻译成32种文字，在全世界畅销不衰，被誉为当...,https://book.douban.com/subject/3026879/
心理学,影响力,1786387,[美] 罗伯特·西奥迪尼 / 陈叙 / 中国人民大学出版社 / 2006-5 / 45.00元,政治家运用影响力来赢得选举，商人运用影响力来兜售商品，推销员运用影响力诱惑你乖乖地把金钱捧上。即使你的朋友和家人，不知不觉之间，也会把影响力用到你的身上。但...,https://book.douban.com/subject/1786387/
心理学,"乌合之众


    
       : 大众心理研究",1012611,[法] 古斯塔夫·勒庞 / 冯克利 / 中央编译出版社 / 2011-5-1 / 16.00元,古斯塔夫・勒庞 Gustave Le Bon(1841-1931) 法国著名社会心理学家。他自1894年始，写下一系列社会心理学著作，以本书最为著名；在社会...,https://book.douban.com/subject/1012611/
心理学,改变心理学的40项研究,5248516,罗杰•霍克 (Roger R. Hock) / 白学军 / 人民邮电出版社 / 2010-8-1 / 28.00元,本书的独到之处在于填补了心理学书籍和心理学研究之间的沟壑，从历史的角度展示了心理学史上最有名的40项研究，并介绍了这些研究的后续进展和相关研究。通过阅读本书...,https://book.douban.com/subject/5248516/
心理学,"自控力


    
       : 斯坦福大学最受欢迎心理学课程",10786473,[美] 凯利·麦格尼格尔 / 王岑卉 / 文化发展出版社(原印刷工业出版社) / 2012-8 / 39.80元,作为一名健康心理学家，凯利·麦格尼格尔博士的工作就是帮助人们管理压力，并在生活中做出积极的改变。多年来，通过观察学生们是如何控制选择的，她意识到，人们关于自...,https://book.douban.com/subject/10786473/
心理学,"伯恩斯新情绪疗法


    
       : 临床验证完全有效的非药物治愈抑郁症疗法",5980113,[美] 戴维·伯恩斯 / 李亚萍 / 中国城市出版社 / 2011-1 / 49.80元,你是否总感到焦虑、抑郁、内疚、自卑、孤独、挫折、易怒、躁狂？总感到情绪低落，苦恼忧伤。兴致索然？心中 盘踞着悲观绝望，痛苦难熬，度日如年、生不如死的感觉？你...,https://book.douban.com/subject/5980113/
心理学,"人间游戏


    
       : 人际关系心理学",25808713,[美] Eric Berne / 刘玎 / 中国轻工业出版社 / 2014-2-1 / 36,沟通分析技术（TA）创始人艾瑞克·伯恩的最畅销著作《人间游戏》(Games People Play)，自1962年问世以来，50年畅销不衰，累计销售超过50...,https://book.douban.com/subject/25808713/
心理学,心理学与生活,1032501,[美] 理查德·格里格、菲利普·津巴多 / 王垒、王甦 等 / 人民邮电出版社 / 2003-10 / 88.00元,《心理学与生活》是美国斯坦福大学多年来使用的教材，也是在美国许多大学里推广使用的经典教材，被ETS推荐为GRE心理学专项考试的主要参考用书，还是被许多国家大...,https://book.douban.com/subject/1032501/
心理学,态度改变与社会影响,2328178,[美] 菲利普·津巴多、[美] 迈克尔·利佩 / 邓羽、肖莉、唐小艳、等 / 人民邮电出版社 / 2007-11-1 / 68.00元,"《态度改变与社会影响》是社会心理学领域的一部经典著作，是本书第一作者津巴多教授继畅销书《心理学与生活》之后的又一力作。
本书系统地总结了心理学在态度形成和...",https://book.douban.com/subject/2328178/
心理学,"幸福的勇气


    
       : ：“自我启发之父”阿德勒的哲学课2",27039296,[日] 岸见一郎、古贺史健 / 渠海霞 / 机械工业出版社 / 2017-5-1 / 45,"《幸福的勇气》是“勇气两部曲”的下卷、完结篇。
同样以百年前著名心理学者阿德勒思想为核心，
以“青年和哲人的对话”故事形式展现。
在上次谈话的3年之后，青年...",https://book.douban.com/subject/27039296/
心理学,思考，快与慢,10785583,[美] 丹尼尔·卡尼曼 / 胡晓姣、李爱民、何梦莹 / 中信出版社 / 2012-7 / 69.00元,"《纽约时报》2011年度十大好书
新书上市，连续20多周蝉联亚马逊、《纽约时报》畅销书排行榜前20名，上市至今超过7个月，横扫全球各大畅销书排行榜，稳居亚马...",https://book.douban.com/subject/10785583/
心理学,"自卑与超越


    
       : 环境的意义不在于束缚，而在于我们的赋予；生命的意义是，跌倒之后，",30170436,阿尔弗雷德·阿德勒 / 吴红 / 江苏凤凰文艺出版社 / 2017-10 / 38.00,《自卑与超越》是阿德勒从个体心理学观点出发，阐明人生道路和人生意义的通俗性读物，同时又蕴含着极深的哲理和巨大的学术价值。在《自卑与超越》中，作者提出：我们生...,https://book.douban.com/subject/30170436/
心理学,考拉小姐的心理疗愈课,35736429,[美]凯特·艾伦（Kate Allan） / 郭书彩 / 人民邮电出版社 / 2022-1 / 59.80,《考拉小姐的心理疗愈课》是一本能帮助你有效缓解焦虑、抑郁、不自信、孤独、沮丧、自我否定等负面情绪，减轻个人压力的治愈系心理学绘本。作者凯特·艾伦在本书中基于...,https://book.douban.com/subject/35736429/
心理学,我们时代的神经症人格,6511362,卡伦·霍尼 / 冯川 / 译林出版社 / 2011-5 / 18.00元,《我们时代的神经症人格》是作者的代表作，全面分析了现代人的病态心理和变态人格。作者认为，我们每个人的内心时刻处于各种矛盾与冲突之中，而最主要的冲突就是我们都...,https://book.douban.com/subject/6511362/
心理学,"你有几个自己


    
       : 探秘神奇的人格世界",35706962,朱建军 / 中国广播电视出版社 / 2022-1-1 / 69.00,搞定内心“小社会”，让全部的你释放无尽潜能。探索神奇人格世界，用简单“拆人术”看清不同人格，轻松掌握完善人格的秘诀，学用人格力量来成就自己。著名心理学家、意...,https://book.douban.com/subject/35706962/
心理学,"热锅上的家庭


    
       : 原生家庭问题背后的心理真相",26257557,[美] 奥古斯都·纳皮尔、卡尔·惠特克 / 李瑞玲 / 北京联合出版公司 / 2020-5 / 68.00元,"知名心理学家李松蔚倾情作序推荐
樊登读书会收听收看量破1300万
40年长销不衰的原生家庭经典著作
一个人或许无法突破“原生家庭”，但一家人可以
重新定义心...",https://book.douban.com/subject/26257557/
心理学,养育你内心的小孩,35713938,丛非从 / 万卷出版公司 / 2022-1,"《养育你内心的小孩》是一本通俗易懂的讲述如何与自己相处的心理学著作。
国家二级心理咨询师丛非从，用十年的线下咨询和教学心得，从安全感、自由感、价值感、意义感...",https://book.douban.com/subject/35713938/
心理学,"情绪修复全书


    
       : 17个对症下药的心灵处方",35768792,[德] 乌多·贝尔、[德] 加布里埃莱·弗里克－贝尔 / 吴筱岚、张亚婕、伍冰 / 中国友谊出版公司 / 2022-3 / 60.00元,"一本写给所有人的人生情绪问题全事典，德国首席情绪专家暖心力作
信手拈来的心灵创可贴，对症下药的情绪成长指南
◎ 编辑推荐
☺德国首席情绪专家暖心力作，30余...",https://book.douban.com/subject/35768792/
心理学,药树,35726123,朱建军 / 中国广播电视出版社 / 2022-1-1 / 69.00,“生病之处，必有解药”，心理大师带你穿越生命至暗之地，重抱光明。心灵世界与现实世界双线呈现、虚实交错，淋漓挖透人心、人性，难得一见的心理治疗思路范本，看故事...,https://book.douban.com/subject/35726123/
心理学,自我的诞生,35776531,武志红 / 新星出版社 / 2022-3-3 / 69.00元,"很多人会把自我等同于自私，甚至把自我视为洪水猛兽，但实际上，大多数人的痛苦，根源都在于自我尚未形成。而这本书的目的，就是帮你建立强大且真实的自我。
在这本书...",https://book.douban.com/subject/35776531/
心理学,"如何拥抱一只刺猬


    
       : 恋爱与婚姻中的人格识别、接纳与付出",35763740,段鑫星、李文文、赵亚平 / 人民邮电出版社 / 2022-2 / 59.80元,"世界上没有完全相同的两片叶子，也没有完全相同的两个人。不同的人会演绎出不一样的爱情。人格是爱情质量的重要影响因素。爱情也是人们改善人格缺陷的宝贵机会。
《如...",https://book.douban.com/subject/35763740/
心理学,"0次与10000次


    
       : 如何创造全新的人生脚本",35602271,[德] 吉塔·雅各布（Gitta Jacob） / 蔡清雨 / 人民邮电出版社 / 2021-10 / 59.8元,伴侣那么糟糕，为什么有些人就是离不开？为什么离开了一个糟糕的伴侣，又遇到一个更糟糕的伴侣？为什么你总是一次又一次地走进同样的死胡同？虽然你也会告诫自己“下次...,https://book.douban.com/subject/35602271/
心理学,界限,35749698,【美】 内德拉·格洛佛·塔瓦布 / 张蕾 / 中信出版社 / 2022-1-25 / 59,本书作者塔瓦布有14年心理治疗师的从业经验，她发现，大多数前来接受心理治疗的人都不知道人生是有界限问题的，而界限问题在他们的生活中比比皆是，如缺乏自我关爱、...,https://book.douban.com/subject/35749698/
心理学,福格行为模型,35594496,"［美］B.J.福格（BJ Fogg,PhD） / 徐毅 / 湛庐文化/天津科技出版社 / 2021-10 / 109.90 元",在这本书中，福格博士亲自拆解了他提出的福格行为模型，揭示了驱动人类所有行为的3个关键要素，解析了每一个要素在驱动人类行为中的重要作用，提供了激发每一个要素以...,https://book.douban.com/subject/35594496/
心理学,"身体从未忘记


    
       : 心理创伤疗愈中的大脑、心智和身体",26796536,Bessel van der Kolk M.D. (范德考克) / 李智 / 机械工业出版社 / 2016-3 / 55.00元,本书是一部杰作。作者充满感情和同理心的深入视角，令人深信今后对心理创伤幸存者的治疗会日益人性化，极大地拓展了自我调控和疗愈的方式，同时也激发了更多关于创伤及...,https://book.douban.com/subject/26796536/
心理学,"被討厭的勇氣


    
       : 自我啟發之父「阿德勒」的教導",26176538,岸見一郎、古賀史健 / 葉小燕 / 究竟 / 2014-10-30 / NTS 300.00,"★讓人生為之一變的全新經典，終於誕生！
★日本亞馬遜年度冠軍書，連續300天長踞暢銷榜，街頭巷尾人手一冊！
★榮獲日本2014年商業書大賞第三名，作者古賀史...",https://book.douban.com/subject/26176538/
心理学,自知,35720384,朱建军 / 中国广播电视出版社 / 2022-1-1 / 69.00,“认识自己”不仅是一种想法，而是有趣、有效的高明做法。用原始思维拆解真实自己，“练习百宝箱”+“故事铺”趣味看穿自己，掌握“心病”核心症结及变好秘诀。著名心...,https://book.douban.com/subject/35720384/
心理学,"效率脑科学


    
       : 卓有成效地完成每一项工作",35688547,[美]戴维•罗克（David Rock） / 马梦捷 / 图灵｜人民邮电出版社 / 2022-1 / 69.80元,"史蒂芬•柯维、脱不花、汤君健、战隼、秋叶联袂推荐
科学利用时间、合理分配脑力、轻松高效学习
◎ 编辑推荐
只有理解大脑，才能改变大脑。
•精选14个高频工作...",https://book.douban.com/subject/35688547/
心理学,"你经历了什么？


    
       : 关于创伤、疗愈和复原力的对话",35706967,【美】布鲁斯·D.佩里、【美】奥普拉·温弗瑞 / 李镭 / 中信出版社 / 2022-1-8 / 68.00元,"痛苦不会凭空消失，时间也不会冲淡一切
我们的所有创伤，大脑和身体都会深深记住
这本书将改变你看待人生的方式。
生而为人，不代表我们都能顺利地长大成人。在生命...",https://book.douban.com/subject/35706967/
心理学,"高敏感是种天赋


    
       : 肯定自己的独特·感受更多·想象更多·创造更多",27125070,[丹麦]伊尔斯·桑德 / 李红霞 / 北京联合出版公司 / 2017-8 / 45.00元,"为什么常觉得自己事情做不好、在人前丢脸？
大家都说我太敏感、玻璃心、想太多！这是我的问题吗？
敏感不是缺陷，而是神赐给你的最特别的礼物。
你是否常有下列这样...",https://book.douban.com/subject/27125070/
心理学,荣格心理学入门,35130973,[日]河合隼雄 / 李静 / 东方出版中心 / 2020-6-30 / 48,这本书的目的在于系统地介绍荣格心理学体系，河合隼雄先生从瑞士荣格研究所取得荣格派分析师资格后，回日本两年之内成书。尽管这样，也不可误以为这是一本照本宣科的教...,https://book.douban.com/subject/35130973/
心理学,自卑与超越(完整全译本),26989781,[奥] 阿尔弗雷德·阿德勒 / 曹晚红 / 中国友谊出版公司 / 2017-1-1 / 39.8元,"青少年必备的心理学读本，家长与教师了解孩子内心世界的工具书，青少年了解自我、解疑释惑、健康成长的必读书。
畅销80余年的心灵成长读本，自第一版发行已逾八十年...",https://book.douban.com/subject/26989781/
心理学,"隐谷路


    
       : 一个精神分裂症家族的绝望与希望",35599712,[美]罗伯特·科尔克 / 黄琪 / 中信出版集团 / 2021-10 / 78元,"一个家族希腊悲剧级的苦难
如何让家庭成员走上不同的人生旅途
被摧毁，被改变，被修复……
又如何为医学研究提供绝佳的机遇
为所有病患家庭点亮希望的微光
·
一...",https://book.douban.com/subject/35599712/
心理学,"未竟的依恋


    
       : 理解和疗愈内在创伤",35803163,[西] 卡洛斯·皮提亚斯·萨尔瓦 / 王佳祺 / 人民邮电出版社 / 2022-5-1 / 59.80元,"西班牙殿堂级心理学家，浓缩50年研究成熟佳作。
那些未曾释怀的过往与心结、生活的种种境遇，如何影响我们成为今天的自己？
探索是为了更好的疗愈，每个人都有超越...",https://book.douban.com/subject/35803163/
心理学,"什么都想做，什么都不想做


    
       : 给打工人的一场心理按摩",35691393,[英]乔希·科恩 / 刘晗、苏十 / 春潮 / 中信出版集团 / 2022-1 / 49.80,"内容简介：
在崇尚工作、谴责怠惰的大环境下，拼命工作的人却并不健康快乐，在追求优质生活品质的同时，失去了生活。
——我们可以停下来吗？我们文化中“非做不可”...",https://book.douban.com/subject/35691393/
心理学,"原生家庭


    
       : 如何修补自己的性格缺陷",30199434,（美）苏珊·福沃德博士、（美）克雷格·巴克 / 黄姝、王婷 / 北京时代华文书局│阳光博客 / 2018-5 / 58.00,"不健康的家庭体系，就像高速公路上的连环追尾，其恶劣影响会代代相传！
这是一部振聋发聩的家庭心理疗伤经典之作。苏珊·福沃德博士通过工作中接触到的大量真实素材，...",https://book.douban.com/subject/30199434/
心理学,猫和狗的生活哲学,35639086,简单心理 / 浦睿文化·湖南文艺出版社 / 2022-1 / 65,"一只焦虑的肥猫，一只稳重的胖狗，在大城市过着和年轻人一样的快节奏生活，也有不少烦恼：
陷入内卷、被人冒犯，却习惯忍气吞声、强颜欢笑；
想要躺平，却发现充满焦...",https://book.douban.com/subject/35639086/
心理学,"创伤之前我是谁


    
       : 找回内心强大的自我",35783464,[德] 路易丝·雷德曼、[德] 柯尔内利娅·阿佩尔-拉姆布、[德] 苏珊·吕克 / 崔灿 / 人民邮电出版社 / 2022-4-1 / 59.80元,"德国心理学经典畅销作品第6版，整合想象力疗法与资源取向，激活应对创伤的自愈力，建立内在的安全岛。
29幅彩色绘画作品，展示陷入悲伤的人无法用言语表达的心境。...",https://book.douban.com/subject/35783464/
心理学,对伪心理学说不,6952036,[加拿大] 基思·斯坦诺维奇 / 窦东徽、刘肖岑 / 人民邮电出版社 / 2012-1-1 / 28.00元,本书第1版出版于1983年，20多年来一直被奉为心理学入门经典，在全球顶尖大学中享有盛誉，现在呈现在读者面前的是第8版。这本书并不同于一般的心理学导论类教材...,https://book.douban.com/subject/6952036/
心理学,"进化心理学(第4版)


    
       : 心理的新科学",26683297,[美] 戴维·巴斯 / 张勇、蒋柯、熊哲宏(审校) / 商务印书馆 / 2015-9 / 88.00元,进化心理学是一门革命性的新科学，它提供了一个有趣而独特的视角来观察人类的心理和行为，是现代心理学和进化生物学在理论上的真正融合。作者戴维巴斯是进化心理学领域...,https://book.douban.com/subject/26683297/
心理学,"拖延心理学


    
       : 向与生俱来的行为顽症宣战",4180711,[美] 简·博克(Jane B. Burka)、[美] 莱诺拉·袁(Lenora M. Yuen) / 蒋永强、陆正芳 / 中国人民大学出版社 / 2009-12 / 39.80元,从学生到科学家，从秘书到总裁，从家庭主妇到销售员，拖延的问题几乎会影响到每一个人。本书的两位作者基于他们倍受好评和极具开创性的拖延工作坊和从众多心理咨询领域...,https://book.douban.com/subject/4180711/
心理学,"运气的诱饵


    
       : 拉斯维加斯的赌博设计与失控的机器人生",35662675,[美] 娜塔莎·道·舒尔 / 李奇 / 民主与建设出版社 / 2021-12 / 69.00元,"凭借近二十年的深入田野工作和人类学家的辛辣眼光，作者一层层地呈现了博彩行业、赌博者个体和现代社会基本理念的全景：
·赌博业为不断盈利并掌控消费者，精益求精地...",https://book.douban.com/subject/35662675/
心理学,"认知心理学（第三版）（万千心理）


    
       : 心智、研究与你的生活",26317334,E. Bruce Goldstein / 张明 等 / 中国轻工业出版社 / 2015-2 / 96.00元,还没有人能像E. Bruce Goldstein博士这样，将认知心理学的研究与现实生活联系得如此紧密。本书从认知心理学和脑科学基础知识入手，详细介绍了知觉、...,https://book.douban.com/subject/26317334/
心理学,亲密关系（第5版）,5952488,[美] 罗兰·米勒、[美] 丹尼尔·珀尔曼 / 王伟平 / 人民邮电出版社 / 2011-1-1 / 68.00元,"爱情是人类情感中最美妙的一种体验，古今中外关于爱情的伟大文学作品有许多，但从心理学角度对两性关系进行科学而系统总结的专著尚为数不多。
《亲密关系》从一出版，...",https://book.douban.com/subject/5952488/
心理学,红书,26907984,[瑞士] 荣格（C. G. Jung）原著、[英] 索努·沙姆达萨尼（Sonu Shamdasani）编译 / 周党伟 / 机械工业出版社 / 2016-12-1 / 199.00元,"1.国内首次授权出版，市面上仅有的一字未删的原版作品。
2.资深荣格学者呕心沥血13年考证解读，撰写近20万字导读及全书注解，帮助读者精确理解荣格思想。
3...",https://book.douban.com/subject/26907984/
心理学,"女孩们的地下战争


    
       : 揭秘人际交往中的隐性攻击",35672427,[美] 蕾切尔·西蒙斯 / 徐阳 / 理想国｜海南出版社 / 2022-1 / 72.00元,"★第一本探讨女性霸凌问题的专著，走进“战火纷飞”的女生世界。
★倾听遭遇隐性霸凌女孩的真实心声，勾心斗角并非女孩的天性，畸形的社交文化才是问题所在。
★一本...",https://book.douban.com/subject/35672427/
心理学,"爱，需要学习


    
       : 如何拥有高质量的亲密关系",35680673,陈海贤 / 新星出版社 / 2021-12-15 / 69.00元,"与伴侣争吵在所难免，如何将吵架转变为有效沟通，构建积极的沟通模式？
有时我们渴望陪伴，有时又希望独处，如何与伴侣营造“既彼此独立，又温暖相依”的关系空间？
...",https://book.douban.com/subject/35680673/
心理学,世界尽头的咖啡馆,33422386,（美）约翰·史崔勒基 / 万洁 / 天津人民出版社 / 2019-6 / 45.00元,"【内容简介】
人的一生中，总会有几段迷茫的时期。
如果你曾经历，还记得是怎样度过的吗？
如果你正在经历，那么欢迎你来到 “为什么咖啡馆”。
·
这里没有关于...",https://book.douban.com/subject/33422386/
心理学,动机心理学,35012449,[美]爱德华·伯克利（Edward Burkley）［美］梅利莎·伯克利（Mel / 郭书彩 / 人民邮电出版社 / 2020-3 / 98元,,https://book.douban.com/subject/35012449/
心理学,"给心理治疗师的礼物（万千心理）


    
       : 给新一代治疗师及其病人的公开信",26841312,欧文·亚隆 / 张怡玲 / 中国轻工业出版社 / 2015-3 / 58.00,这是世界存在主义心理治疗大师欧文亚隆写给年轻一代治疗师的珍贵备忘录，汇集了他最真实的经验和最坦诚的交流。翻开这本书就像是拆开了来自亚隆的生命的礼物，它将带你...,https://book.douban.com/subject/26841312/
心理学,习惯心理学：如何实现持久的积极改变,35582228,[美]温迪·伍德（Wendy Wood） / 李宗菊 / 机械工业出版社 / 2021-8 / 69.00,"习惯存在于我们的无意识之中，是我们的第二个自我。我们每天有43%的时间不经思考就行事，这意味着我们几乎有一半的行为都是由无意识推动做出的。
然而，每当我们想...",https://book.douban.com/subject/35582228/
心理学,心理治疗如何改变人,35281917,[加] 莫妮卡·布里永 / 鲍轶伦 / 人民邮电出版社 / 2020-12 / 59.80元,"每个人都曾经历生命中的艰难时刻，当我们感到难以独自面对和承受时，我们会想求助于心理咨询师，但很少有人知道心理治疗是如何运作并促成来访者的改变的。
通过与心理...",https://book.douban.com/subject/35281917/
心理学,心理抚养,35478853,李玫瑾 / 上海三联书店 / 2021-6 / 46.80,"【编辑推荐】
心理抚养比物质抚养更重要  性格比能力更决定命运
大人只有好好学习  孩子才能天天向上
家庭是人生的起点  人的许多问题源于早年养育
父母亲自...",https://book.douban.com/subject/35478853/
心理学,"认知觉醒


    
       : 开启自我改变的原动力",35193035,周岭 / 人民邮电出版社 / 2020-10 / 59.8,这是一部可以穿透时间的个人成长方法论。通过“大脑构造、潜意识、元认知”等思维规律，你将真正看清自己；通过“深度学习、关联、反馈”事物规律，你将洞悉如何真正成...,https://book.douban.com/subject/35193035/
心理学,献给阿尔吉侬的花束,26362836,[美] 丹尼尔·凯斯 / 陈澄和 / 广西师范大学出版社 / 2015-4 / 36.00元,声称能改造智能的科学实验在白老鼠阿尔吉侬身上获得了突破性的进展，下一步急需进行人体实验。个性和善、学习态度积极的心智障碍者查理·高登成为最佳人选。手术成功后...,https://book.douban.com/subject/26362836/
心理学,当尼采哭泣,27018918,侯维之 / 机械工业出版社 / 2017-3 / 49.00元,有2018年10月5印本,https://book.douban.com/subject/27018918/
心理学,心理学与生活（第19版）,26701753,[美] 理查德·格里格、[美国] 菲利普·津巴多 / 王垒 / 人民邮电出版社 / 2016-1-1 / 128.00元,《心理学与生活》是一部心理学经典教科书，心理学导论类教材的典范之作，在美国及许多国家的心理学界都有着很高的知名度。美国ETS将其推荐为GRE心理学专项考试的...,https://book.douban.com/subject/26701753/
心理学,如何不喜欢一个人,27038446,杰克森·麦肯锡 / 高娃 / 北京联合出版公司 / 2017-4-2 / 42.00,"★谈恋爱的时候，你时常难过吗？
你会经常担心分手吗？
他常常会对你不满吗？
常常说你的不对吗？
会故意冷淡你吗？
会让你感到没有安全感吗？
会经常提起前任吗...",https://book.douban.com/subject/27038446/
心理学,"像我们一样疯狂


    
       : 美式心理疾病的全球化",26842369,[美] 亿森·沃特斯 / 黄晓楠 / 北京师范大学出版社 / 2016-8 / 54.00元,"本书是美国著名作家伊森·沃特斯享誉心理学界的非虚构著作。他以一个心理学记者的独特视角, 通过采访四个国家和地区的心理疾病案例，生动展现了关于厌食症、创伤后应...",https://book.douban.com/subject/26842369/
心理学,"少年抑郁症


    
       : 来自17个家庭的真实案例",35763481,真实故事计划、于宏华 / 台海出版社 / 2022-2 / 56.00元,"孩子失眠、厌学、易怒易哭、甚至自残自伤······
他很可能患上了抑郁症。
据中国科学院心理研究所2021年发布的《中国国民心理健康发展报告（2019～20...",https://book.douban.com/subject/35763481/
心理学,"非暴力沟通


    
       : 修订版",35519608,[美]马歇尔·卢森堡 / 刘轶 / 华夏出版社 / 2021-5 / 59.8,"""马歇尔•卢森堡博士发现了一种沟通方式，依照它来谈话和聆听，能使人们情意相通，和谐相处，这就是“非暴力沟通”。
做为一个遵纪守法的好人，也许我们从来没有把谈...",https://book.douban.com/subject/35519608/
心理学,"象与骑象人（更新版）


    
       : 幸福的假设",20260640,[美]乔纳森•海特（Jonathan Haidt） / 李静瑶 / 浙江人民出版社 / 2012-12 / 49.90元,"《象与骑象人》作者乔纳森•海特是著名心理学家，坦普尔顿积极心理学奖获得者,伟大的思想家、积极心理学先锋派领袖。
乔纳森•海特在《象与骑象人》中把人类思考了两...",https://book.douban.com/subject/20260640/
心理学,爆笑吧！心理学大神来了,35117072,迟毓凯 / 北京联合出版公司 / 2020-7-1 / 69.90,"[内容简介]
“斯金纳的鸽子，桑代克的猫，洛伦茨的鸭子水上漂；斯佩里的脑，哈洛的猴，巴甫洛夫小狗腮腺来一刀；你一刀我一刀，皮亚杰的孩子自己教。托尔曼的老鼠走...",https://book.douban.com/subject/35117072/
心理学,"个人形成论


    
       : 我的心理治疗观",1218321,[美]卡尔・R・罗杰斯 / 杨广学、尤娜、潘福勤 / 中国人民大学出版社 / 2004-7-1 / 35.00元,这是――本写给“有智慧的普通人”的书。   20世纪50年代，罗杰斯成名以后在各地作演讲，本书即主要根据这些演讲和未发表的文章整理而成，体现了罗杰斯的基本思...,https://book.douban.com/subject/1218321/
心理学,"心理类型


    
       : 心理类型",4216680,荣格 / 吴康 / 上海三联书店 / 2009-12 / 58.00元,《心理类型》内容简介：当现代精神分析学大师弗洛伊德的著作和学说在我国引起强烈反响时，这一流派的另一位泰斗——荣格的思想迄今却鲜有介绍。为此，让我们把荣格这一...,https://book.douban.com/subject/4216680/
心理学,社会性动物（第12版）,34970886,[美] 埃利奥特·阿伦森、[美] 乔舒亚·阿伦森 / 邢占军、黄立清 / 华东师范大学出版社 / 2020-5-1 / 79.00元,社会影响无处不在。我们是如何受到影响的？为什么我们要接受信息，或者换句话说，信息对我们有什么好处？什么样的社会动机使我们容易受到他人的想法、言论和行为的影响...,https://book.douban.com/subject/34970886/
